key,label,description
347,Normas de derecho fundamental,Es la concretización de un enunciado constitucional o de un tratado internacional en el que se establece un derecho fundamental.
348,Notable abandono de deberes,"Causal de cesación en cargos y magistraturas, así como de acusación constitucional de determinadas autoridades públicas."
349,Nulidad de derecho público,"Sanción de ineficacia jurídica que afecta aquellos actos de los órganos del Estado, cuando faltare alguno de los requisitos que el ordenamiento establece para su existencia y validez, conforme a lo dispuesto en los arts. 6 y 7 de la Constitución. Será por lo tanto nulo todo acto que sea dictado por un órgano incompetente, carezca de previa investidura regular o dictado con infracción a lo prescrito por la Constitución o la ley."
350,"Nullum crimen, nulla poena sine lege",Latinazgo que se traduce como “no hay delito ni pena sin una ley”. Véase “Principio de legalidad penal”.
351,Objectión de conciencia,"Facultad excepcionalísima de un individuo para negarse, por motivos de conciencia, a someterse a una conducta que en principio sería jurídicamente exigible, ya sea que la obligación provenga de la ley, de un contrato, por mandato judicial o resolución administrativa (véase “Libertad de conciencia”)."
352,Ofendido,Véase “Víctimas” [La ley considera víctima “al ofendido por el delito” (art. 108 CPP).].
353,Operaciones crediticias y financieras del estado,"Son los actos jurídicos económicos, en un sentido amplio, que debe autorizar el legislador previamente a su celebración, porque pueden comprometer en forma directa o indirecta el crédito o la responsabilidad financiera del Estado, sus organismos y las municipalidades."
354,Orden institucional de la república,"Véase “Defensa de la Constitución” [También conocida como garantía de la Constitución, corresponde a la función que tienen todos los órganos del Estado de “someter su acción a la Constitución y a las normas dictadas conforme a ella, y garantizar el orden institucional de la República” (art. 6).]."
355,Ordenanzas,"Fuente formal del derecho administrativo, que contiene normas de general aplicación, y cuya dictación corresponde a las Municipalidades, en materias de su competencia (art. 12 LOC MUN, véase “Municipalidad”)."
356,Organización electoral,Conjunto de autoridades electorales y de aquellas reglas que permiten el desarrollo y funcionamiento de elecciones y votaciones populares.
357,Organizaciones gremiales,"Grupo intermedio de interés que reúne personas naturales y jurídicas cuyo objetivo, según dispone la ley, es el “de promover la racionalización, desarrollo y protección de las actividades que les son comunes, en razón de su profesión, oficio o rama de la producción o de los servicios” (DL 2.757 de 1979)."
358,Organizaciones sindicales,"Asociaciones de trabajadores constituidas conforme a la ley, cuya finalidad es la defensa, representación y promoción de intereses profesionales, económicos o sociales de sus miembros. Son organizaciones a través de las cuales se ejerce la dimensión colectiva de la libertad sindical (véase “Libertad sindical”)."
359,Pacto internacional de derechos civiles y políticos,"Véase “Derecho Internacional de los Derechos Humanos” [Conjunto de principios y normas jurídicas que regulan las obligaciones internacionales de derechos humanos, sus mecanismos de protección y que fijan la responsabilidad del Estado por su violación. Las obligaciones internacionales de derechos humanos se encuentran positivizadas en diversos tratados internacionales. Además, una serie de principios normativos han sido desarrollados a través de decisiones judiciales de tribunales internacionales y a partir del soft law de declaraciones, resoluciones y otros documentos.]."
360,"Pacto internacional de derechos económicos, sociales y culturales","Véase “Derecho Internacional de los Derechos Humanos” [Conjunto de principios y normas jurídicas que regulan las obligaciones internacionales de derechos humanos, sus mecanismos de protección y que fijan la responsabilidad del Estado por su violación. Las obligaciones internacionales de derechos humanos se encuentran positivizadas en diversos tratados internacionales. Además, una serie de principios normativos han sido desarrollados a través de decisiones judiciales de tribunales internacionales y a partir del soft law de declaraciones, resoluciones y otros documentos.]."
361,Partidos políticos,"La ley los define como “asociaciones voluntarias, dotadas de personalidad jurídica, formadas por ciudadanos que comparten una misma doctrina política de gobierno, cuya finalidad es contribuir al funcionamiento del régimen democrático constitucional y ejercer una legítima influencia en la conducción del Estado, para alcanzar el bien común y servir al interés nacional” (art. 1 LOC PP)."
362,Patrimonio cultural de la nación,"Es el conjunto de bienes que comprenden diversas manifestaciones humanas –de carácter material o inmaterial– cuyo valor es reconocido por la sociedad dada su importancia histórica, científica, simbólica o estética, entre otras consideraciones."
363,Pena,"Reacción estatal frente a la comisión de un delito, que consiste en la imposición de un mal a quien se ha atribuido judicialmente participación culpable en un hecho punible, y cuya sanción ha sido determinada previamente por la ley."
364,Pena aflectiva,"Son penas aflictivas todas las penas de crímenes y el presidio, reclusión, confinamiento, extrañamiento y relegación menores en sus grados máximos, respecto de los simples delitos."
365,Pena de muerte,"Es una sanción penal corporal que “consiste en privar de la vida al condenado” [Etcheberry, 1997 T. II: 148]."
366,Pensiones,"Cantidad de dinero entregada de forma periódica, temporal o vitalicia, que las instituciones de seguridad social otorgan a los beneficiarios por razón de jubilación, viudez, orfandad o discapacidad."
367,Perjuicio de terceros,"Véase “Libre desarrollo de la personalidad” [Es el reconocimiento residual de todas las libertades innominadas como norma general de clausura de la libertad en el ordenamiento constitucional, bajo la garantía de que la intromisión sobre ellas debe tener una finalidad constitucional legítima y preservando el contenido esencial de la misma.]."
368,Plan de desarrollo comunal,"Es un instrumento de gestión del desarrollo de una comuna, en donde se establecen una visión de futuro, una misión, objetivos, programas y acciones que contribuyen, cada cuatro años, a satisfacer las necesidades de la comunidad local y a promover su avance económico, social y cultural."
369,Plan de desarrollo regional,"El Plan de Desarrollo Regional, también conocido como estrategia de desarrollo regional, corresponde al conjunto de políticas aplicables al desarrollo de la región, las cuales buscan definir los objetivos y metas de acción de la región por un período de tiempo determinado. Su gestión se encuentra a cargo del Gobierno Regional respectivo."
370,Plebiscito,"Mecanismo de democracia directa por el cual el pueblo ejerce soberanía donde, convocado por la autoridad competente, los votantes eligen entre una o más opciones sometidas al pronunciamiento popular, de conformidad con el procedimiento establecido en la Constitución y las leyes."
371,Pluralismo político,"Es la garantía institucional e ideológica de la difusión y de la competencia electoral de todo el mercado de las ideas y doctrinas políticas, promovidas por los partidos políticos e independientes, que aspiran a gobernar el régimen democrático y republicano chileno, con principios coherentes con aquél."
372,Poder constituyente,"Las teorías del poder constituyente suelen reconocer a éste, con independencia de quien ejerza dicho poder, la siguiente facultad: primero, para crear o dictar una constitución ex novo; segundo para sustituir la vigente y, tercero, para modificar o reformar una constitución actualmente en vigor. Cuando se crea o se dicta una nueva Constitución, el poder constituyente se conoce como originario y su titular, bajo la teoría democrática, es el pueblo. Cuando se reforma la constitución actualmente vigente, el poder constituyente se conoce como derivado y, usualmente, lo ejercen los representantes del pueblo."
373,Potencias extranjeras,"Es una expresión antigua y ambigua con la cual identificaban ciertos Estados que, contando con el poder político, militar y/o económico, se encontraban en condiciones de fijar hegemónicamente los términos de ciertas relaciones internacionales. Sin embargo, en el contexto de la Constitución, debe entenderse como sinónimo de Estado, en tanto sujeto de Derecho internacional."
374,Potestad reglamentaria,"Facultad constitucional del Presidente de la República para normar, con alcance general o particular, materias que no son propias del dominio legal o para ejecutar lo dispuesto en un precepto legal."
375,Potestad sancionatoria,"Poder de determinados órganos del Estado para dictar un acto administrativo desfavorable, consistente en una sanción, mediante un procedimiento administrativo, como consecuencia de una infracción de bienes jurídicos de naturaleza administrativa."
376,Precepto legal,"Enunciados normativos de carácter infra constitucional contenido en uno de “los siguientes cuerpos de normas: a) en las leyes ordinarias o corrientes, o sea, las tramitadas de acuerdo con el procedimiento formal de formación por los órganos colegisladores; b) los decretos con fuerza de ley dictados por el Presidente de la República, en ejercicio de una ley especial de delegación, emanada del legislador [...]; c) los decretos leyes que son los dictados por el Ejecutivo sólo cuando ha asumido conjuntamente la función legislativa [...]; d) los tratados internacionales que tienen al ser ratificados y promulgados, el valor o fuerza de ley [Silva Bascuñán, 1982: 111]”. Respecto de “leyes ordinarias o corrientes”, se debe entender que incluyen no sólo las leyes “simples” sino también las de quórum calificado, las orgánicas constitucionales y las interpretativas de la constitución. Se excluyen las denominadas “leyes de reforma constitucional”."
377,Preservación de la naturaleza,"Es el deber estatal, consecuencial al derecho a vivir en un medio ambiente libre de contaminación, y que consiste en crear las condiciones que hagan posible proteger el patrimonio ambiental del país, permitir el desarrollo de las especies que lo habitan y garantizar una adecuada evolución de los ecosistemas presentes en el territorio nacional."
378,Presidencialismo,"Es un sistema de organización política estructurado bajo la figura y potestades del Presidente de la República, quien es jefe de Estado y de gobierno, y en donde el Ejecutivo no depende de la confianza de un Congreso o Parlamento."
379,Presidente de la República,"Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24)."
380,Presidio perpetuo,"Pena privativa de libertad que consiste en el encierro del condenado de por vida, privándolo de su libertad ambulatoria y sometiéndolo a los trabajos prescritos por los reglamentos del respectivo establecimiento penal (art. 27 CP)."
381,Prestaciones personales de carácter público,"Véase “Deberes constitucionales” [Obligaciones constitucionales de carácter general, impuestas a la persona individualmente considerada o asociada con otros, en cuanto habitantes de la República y/o nacionales chilenos. Constituyen responsabilidades sólo en la medida en que la Constitución las establece como tales, pero en general, no configuran obligaciones jurídicas coercitivas directamente exigibles.]. Véase “Cargas públicas” [Conjunto de obligaciones o gravámenes impuestos por la Constitución o la ley a determinadas personas. Algunas cargas públicas sólo son exigibles a personas de nacionalidad chilena. Las cargas públicas se clasifican en personales y reales. Las primeras “cuando importan el ejercicio obligatorio de una actividad que se impone a la persona por el ordenamiento jurídico”, mientras que las segundas “suponen una afectación patrimonial que también debe ser soportada obligatoriamente por la persona, como las multas o sanciones en dinero que imponen las autoridades dotadas de potestades fiscalizadoras.” (STC R. 755-07; R. 790-07; R. 1254-08).]."
382,Presunción de inocencia,"Derecho que tiene toda persona a ser tratado procesal y judicialmente como inocente, mientras un tribunal no adquiera la convicción de que le ha cabido participación en un hecho punible y penado por la ley, y así lo establezca en sentencia firme y debidamente fundada."
383,Presupuesto,"Véase “Sistema presupuestario” [Conjunto de principios y reglas que rigen la preparación, aprobación, ejecución y control del presupuesto de la Nación.]. Véase “Ley de presupuestos” [Ley de carácter especial, cuya formación se rige bajo reglas particulares establecidas en la Constitución, que fija la estimación de ingresos y gastos del erario nacional y cuya vigencia, en general, se circunscribe a un año calendario, pero que contempla obligaciones de ejecución diferida.]."
384,Prevaricación,"Véase “Responsabilidad personal de los jueces” [La Constitución establece una regla especial en virtud de la cual los jueces son responsables personalmente “por los delitos de cohecho, falta de observancia en materia sustancial de las leyes que reglan el procedimiento, denegación y torcida administración de justicia y, en general, de toda prevaricación en que incurran en el desempeño de sus funciones” (art. 79).]."
385,Principio de legalidad penal,"El principio de legalidad es la garantía más conocida y consensuada del Derecho penal, exige que los delitos y las penas sean establecidas previamente por una ley en un sentido escrito y estricto, que cuente con un nivel de especificidad tal que permita advertir al individuo cuál es la conducta prohibida y las consecuencias jurídicas que se siguen a su inadvertencia."
386,Principio de proporcionalidad,"También conocido como “máxima de razonabilidad” o “principio de prohibición de exceso”. El principio de proporcionalidad es uno de los estándares normativos empleado por la jurisdicción constitucional para determinar la validez de una interferencia en el ejercicio legítimo de un derecho fundamental, en virtud del cual se examina la idoneidad, necesidad"
387,Principios,"Enunciado normativo que contiene un mandato de optimización que se caracteriza por una indeterminación de sus condiciones de aplicación y por su cumplimiento gradual en función de las condiciones fácticas y jurídicas [Alexy, 1993: 86]."
388,Prisión,"Véase “Cárcel” [Es un lugar público de reclusión donde se hace efectiva la privación de libertad ambulatoria de un individuo, normalmente en virtud de una decisión judicial.]."
389,Prisión preventiva,"Medida de coerción procesal cautelar, de carácter personal, provisional y excepcional, decretada por el juez de garantía o el tribunal de juicio oral en lo penal en su caso, a solicitud del fiscal del Ministerio Público o del querellante, con posterioridad a la formalización de la investigación, que impone al imputado un estado de privación temporal de libertad personal, más o menos permanente, mediante su ingreso a un recinto penitenciario, cuando las demás medidas cautelares personales fueren insuficientes para asegurar las finalidades del proceso."
390,Privilegio deliberativo,"Es aquella potestad de la autoridad pública para resolver un asunto, eximiéndose temporalmente de su deber de publicidad respecto del acto y sus fundamentos, con el objeto de propiciar la libre búsqueda de una solución de política pública."
391,Probidad,"Consiste en el deber de observar, en términos amplios, una conducta funcionaria intachable y un desempeño honesto y leal de la función o cargo, con preeminencia del interés general sobre el particular."
392,Promulgación de ley,"Decreto supremo por medio del cual el Presidente de la República fija el texto definitivo de la ley, su nombre y ordena su publicación en el Diario Oficial."
393,Propiedad,"Véase “Derecho de propiedad” [Es la facultad de usar, gozar y disponer de toda clase de bienes corporales e incorporales en el marco de las limitaciones legales derivadas de su función social.]."
394,Propiedad industrial,"Véase “Derecho de propiedad industrial” [Es una rama de la propiedad intelectual, que protege un tipo especialísimo de propiedad sobre las invenciones, las innovaciones tecnológicas y el uso de las señas que caracterizan el tráfico comercial, otorgando a sus titulares y terceros legalmente reconocidos, un derecho monopólico de explotación que les atribuye exclusividad en su uso.]."
395,Propiedad intelectual,"Es la rama general del Derecho, que protege el derecho constitucional de cada persona a usar, gozar y disponer de las obras originadas en su talento e ingenio por el tiempo que defina la ley."
396,Providencias necesarias,"Véase “Acción de protección” [Acción constitucional establecida para tutelar los derechos taxativamente enumerados en el art. 20 de la Constitución, frente a toda acción u omisión ilegal o arbitraria que represente una amenaza, perturbación o privación para el legítimo ejercicio de los mismos. La acción de protección es una garantía constitucional establecida para proteger los derechos listados en el art. 20 y se le conoce también como “recurso” de protección (véase “Garantías constitucionales”). El TC ha estimado que la acción de protección es una acción de carácter cautelar, cuyo objeto es constituir una garantía rápida y eficaz para restablecer el imperio del derecho y asegurar la protección del afectado (STC R. 1557-09).]."
397,Provincia,"Unidad territorial en que se dividen las regiones, considerando factores geográficos, poblacionales y económicos (DL No 1230 de 1979), para efectos de gobierno y administración interior del Estado y fortalecimiento de la regionalización del país y la descentralización administrativa (véase “Región”; “Regionalización”, “Descentralización”)."
398,Proyecto de ley,"Documento que contiene una o más reglas que son materia de ley y que es sometido a la consideración, deliberación y votación del Congreso Nacional."
399,Publicación de ley,"Es la difusión del decreto promulgatorio que contiene el texto íntegro y auténtico de una ley, poniéndola en conocimiento de quienes son obligados por ella a través del medio que la misma ley señale. Constituye, a su vez, la última etapa de la formación de la ley (véase “Formación de la ley”)."
400,Publicidad,"Mandato constitucional que ordena la comunicación pública y el acceso a los actos y resoluciones de los órganos del Estado, así como sus fundamentos y los procedimientos que utilicen, sin perjuicio de las excepciones que establezca una ley de quórum calificado."
401,Quórum,"Proporción de individuos necesaria para que un cuerpo deliberante llegue válidamente a ciertos acuerdos, o bien, proporción de votos favorables para que un organismo pueda válidamente tomar una decisión o aprobar una moción."
402,Reclamos de constitucionalidad,"Véase “Control de constitucionalidad” [Es la expresión genérica de un conjunto de procedimientos reglados, constitucional y legalmente, que se suscitan ante el TC por órganos legitimados procesalmente, con el objeto de contrastar contra un parámetro iusfundamental, diversos cuerpos normativos específicos y cuyo resultado es una sentencia estimatoria o desestimatoria de constitucionalidad. Este procedimiento jurisdiccional está integrado por el sujeto o parámetro de control, por las normas objeto de control, por una ritualidad procesal y por determinados efectos específicos relativos a la norma, sea interpretándola de manera conforme con la Constitución, declarándola inaplicable a efectos del caso concreto o expulsándola del ordenamiento jurídico.]."
403,Reclutamiento,"Véase “Servicio militar” [Carga pública obligatoria de carácter personal, que se extiende a todas las personas naturales masculinas de nacionalidad chilena que tengan cumplidos 18 años de edad y que estén inscritos en el Registro Militar (base de conscripción).]."
404,Referéndum,"Véase “Plebiscito” [Mecanismo de democracia directa por el cual el pueblo ejerce soberanía donde, convocado por la autoridad competente, los votantes eligen entre una o más opciones sometidas al pronunciamiento popular, de conformidad con el procedimiento establecido en la Constitución y las leyes.]."
405,Reforma de la constitución,"Procedimiento establecido en los preceptos de la Constitución en virtud del cual se habilita para añadir, modificar, derogar o suprimir una o más reglas del mismo texto constitucional."
406,Refrendación presupuestaria,"Véase “Sistema presupuestario” [Conjunto de principios y reglas que rigen la preparación, aprobación, ejecución y control del presupuesto de la Nación.]."
407,Región,"Unidad en que se divide el territorio, como espacio geográfico y político esencial para efectos de gobierno y administración interior del Estado y fortalecimiento de la regionalización del país y la descentralización administrativa (véase “Regionalización”, “Descentralización”)."
408,Regionalización,"Es el proceso político continuo que impulsa una modalidad de descentralización al interior del Estado unitario, basada en macro-territorios denominados regiones."
409,Reglamentos de las cámaras,"Acuerdos adoptados por la Cámara de Diputados y el Senado, en forma independiente, destinados a regular su funcionamiento. Son de carácter obligatorio y pretenden dar aplicación integral a la Constitución."
410,Remuneración mínima del sector privado,"Véase “Salario mínimo” [Monto exiguo de remuneración que, establecido por ley, pretende asegurar a todos los trabajadores, independientemente de la actividad que realicen, un ingreso mensual que se estima que satisface las necesidades básicas y compatibles con el crecimiento económico. El salario mínimo es distinto de la justa retribución (véase “Justa retribución”).]."
411,Renta,"Según la doctrina económica, renta es la riqueza nueva de carácter material derivada de una fuente productiva que puede tener o no carácter periódico [Figueroa, 2010: 13]."
412,Rentas públicas,"Véase “Sistema presupuestario” [Conjunto de principios y reglas que rigen la preparación, aprobación, ejecución y control del presupuesto de la Nación.]."
413,Representación de la contraloría,"Acto jurídico administrativo en virtud del cual el Contralor General de la República no toma de razón de alguno de los actos sometidos a este trámite (decretos, DS, DFL, resoluciones de jefes de servicio), por estimar que el acto es ilegal o inconstitucional (véase “Toma de razón”)."
414,Representantes ante organismos internacionales,"Véase “Embajador” [Jefe de Misión Diplomática de carácter permanente, el cual representa a un Estado ante otro. Los embajadores son, conforme al art. 14 de la Convención de Viena de 1961 sobre Relaciones Diplomáticas, una clase de jefe de misión diplomática, los cuales se definen como “las personas encargadas por el Estado acreditante de actuar con carácter de tal” (art. 1, letra a), Convención de Viena de 1961).]."
415,República,"Es una forma de organización del Estado, que se opone a la monarquía, y en virtud de la cual las principales autoridades políticas son representantes populares y que rinden cuenta a sus ciudadanos."
416,Requerimiento por inconstitucionalidad,"Véase “Acción de inaplicabilidad por inconstitucionalidad” [“acción que el ordenamiento supremo franquea para evitar que la aplicación de uno o más preceptos legales, invocados en una gestión judicial pendiente, produzca efectos, formal o sustantivamente, contrarios al Código Político. Trátase, por ende, de un control concreto de la constitucionalidad de la ley, centrado en el caso sub lite y cuya resolución se limita a qué disposiciones legales determinadas, en sí mismas, resulten, en su sentido y alcance intrínseco, inconciliables con el texto y el espíritu de la Carta Fundamental” (STC R. 1390-09, véase “Control de constitucionalidad”).]. Véase “Control de constitucionalidad” [Es la expresión genérica de un conjunto de procedimientos reglados, constitucional y legalmente, que se suscitan ante el TC por órganos legitimados procesalmente, con el objeto de contrastar contra un parámetro iusfundamental, diversos cuerpos normativos específicos y cuyo resultado es una sentencia estimatoria o desestimatoria de constitucionalidad. Este procedimiento jurisdiccional está integrado por el sujeto o parámetro de control, por las normas objeto de control, por una ritualidad procesal y por determinados efectos específicos relativos a la norma, sea interpretándola de manera conforme con la Constitución, declarándola inaplicable a efectos del caso concreto o expulsándola del ordenamiento jurídico.]."
417,Requisiciones,"Privación coactiva, temporal o permanente, del dominio de determinados bienes muebles o inmuebles, decretada por la autoridad administrativa competente bajo un estado de excepción constitucional determinado, con el objeto de satisfacer necesidades urgentes derivadas de un contexto de crisis."
418,Reserva,"Véase “Publicidad” [Mandato constitucional que ordena la comunicación pública y el acceso a los actos y resoluciones de los órganos del Estado, así como sus fundamentos y los procedimientos que utilicen, sin perjuicio de las excepciones que establezca una ley de quórum calificado.]."
419,Reserva de ley,"Véase “Reservas normativas” [Distribución o reparto de competencias que identifica en la Constitución el tipo de norma que, expresa o deductivamente, debe regular una materia específica.]."
420,Reservas normativas,"Distribución o reparto de competencias que identifica en la Constitución el tipo de norma que, expresa o deductivamente, debe regular una materia específica."
421,Residencia,"Lugar donde habitualmente vive una persona, constituyendo su asiento de hecho. A diferencia del domicilio, que se conforma de la residencia acompañada con el ánimo real o presuntivo de permanecer en ella (art. 59 CC)."
422,Responsabilidad del estado,"Obligación del Estado de reparar patrimonialmente los daños ocasionados por la conducta irregular de los órganos públicos o por el anormal funcionamiento de los servicios públicos, cuando generen lesión en particulares imputable a tales actos."
423,Responsabilidad penal,"Es el conjunto de las condiciones normativamente exigidas para que una persona sea sometida a una pena [Ferrajoli, 2006: 91]."
424,Responsabilidad personal de los jueces,"La Constitución establece una regla especial en virtud de la cual los jueces son responsables personalmente “por los delitos de cohecho, falta de observancia en materia sustancial de las leyes que reglan el procedimiento, denegación y torcida administración de justicia y, en general, de toda prevaricación en que incurran en el desempeño de sus funciones” (art. 79)."
425,Retroactividad,"Efecto excepcional de normas y actos jurídicos que permite su aplicación sobre hechos pasados. Para efectos del Derecho Constitucional chileno, presenta dos asuntos de interés. En primer lugar, la retroactividad de la ley penal posterior favorable al reo (véase “Principio de legalidad penal”). En segundo lugar, la retroactividad en los efectos de las sentencias del TC (véase “Control de constitucionalidad”, “Derogación”)."
426,Reuncia de parlamentario,"Es la manifestación de voluntad, expresa o tácita, de un diputado o senador en ejercicio en orden a desvincularse del Senado o Cámara de Diputados, exclusivamente, en caso de enfermedad grave calificada previamente por el TC."
427,Sala (congreso nacional),"Véase “Congreso Nacional” [Órgano constitucional colegiado y bicameral, de carácter político, que representa la voluntad popular y desempeña, primordialmente, funciones legisladoras –junto al Presidente de la República– y de fiscalización de los actos de Gobierno, con base a lo dispuesto por la Constitución.]."
428,Salario mínimo,"Monto exiguo de remuneración que, establecido por ley, pretende asegurar a todos los trabajadores, independientemente de la actividad que realicen, un ingreso mensual que se estima que satisface las necesidades básicas y compatibles con el crecimiento económico. El salario mínimo es distinto de la justa retribución (véase “Justa retribución”)."
429,Sanción de ley,"Acción u omisión por medio de la cual el Presidente de la República brinda su conformidad a un proyecto de ley aprobado por el Congreso, sea por su disposición de no vetar o por el mero transcurso del tiempo (art. 32 No 1, art. 72)."
430,Secretaría de estado,"Expresión utilizada en el art. 37, inc. 2° como sinónimo de Ministerio. Véase “Ministerio”."
431,Secreto,"Véase “Publicidad” [Mandato constitucional que ordena la comunicación pública y el acceso a los actos y resoluciones de los órganos del Estado, así como sus fundamentos y los procedimientos que utilicen, sin perjuicio de las excepciones que establezca una ley de quórum calificado.]."
432,Secreto Profesional,"Privilegio otorgado por la ley a ciertos profesionales que no se encuentran obligados a declarar como testigos en un procedimiento judicial sobre hechos que les hayan sido revelados a propósito de su profesión u oficio, salvo las excepciones que disponga la ley."
433,Sedición,"En términos generales, es un alzamiento colectivo y violento en contra de la autoridad constitucional, el orden público o la disciplina militar, dentro de la cadena de mando."
434,Segunda vuelta,Es la elección adicional y eventual que dirime el cargo de Presidente de la República circunscrita entre las dos primeras mayorías relativas que no logran mayoría absoluta de sufragios válidamente emitidos.
435,"Seguridad de la investigación, de la sociedad y del ofendido",Causales constitucionales en virtud de las cuales se autoriza la procedencia de la prisión preventiva del imputado por un delito penal.
436,Seguridad de la nación,"Véase “Seguridad nacional” [Bien colectivo, de rango constitucional, que preserva la independencia del país y que obliga a la defensa de la soberanía, su institucionalidad republicana y la integridad territorial de Chile, frente a agresiones externas, calificadas como tales por el ordenamiento nacional e internacional.]."
437,Seguridad del estado,"Véase “Seguridad nacional” [Bien colectivo, de rango constitucional, que preserva la independencia del país y que obliga a la defensa de la soberanía, su institucionalidad republicana y la integridad territorial de Chile, frente a agresiones externas, calificadas como tales por el ordenamiento nacional e internacional.]."
438,Seguridad externa de la república,"Véase “Seguridad nacional” [Bien colectivo, de rango constitucional, que preserva la independencia del país y que obliga a la defensa de la soberanía, su institucionalidad republicana y la integridad territorial de Chile, frente a agresiones externas, calificadas como tales por el ordenamiento nacional e internacional.]."
439,Seguridad nacional,"Bien colectivo, de rango constitucional, que preserva la independencia del país y que obliga a la defensa de la soberanía, su institucionalidad republicana y la integridad territorial de Chile, frente a agresiones externas, calificadas como tales por el ordenamiento nacional e internacional."
440,Senado,"Corporación integrada por miembros elegidos por votación directa, que forma parte del Congreso Nacional, que concurre a la formación de las leyes y que ejerce sus atribuciones exclusivas conforme a lo dispuesto en la Constitución."
441,Sentencias,"Acto jurídico procesal que emana de los órganosque ejercen la jurisdicción y que constituye un tipo de resolución judicial mediante el cual se resuelve el asunto que ha sido objeto del juicio poniendo fin a la instancia. Se pueden fallar los incidentes del juicio, estableciendo derechos permanentes a favor de las partes o resolver sobre algún trámite que sirva de base en el pronunciamiento de una nueva sentencia (art. 158 CPC)."
442,Servicio de utilidad pública,"Son aquellos servicios, de provisión estatal, privada o mixta, cuya interrupción podría poner en peligro la vida, seguridad o la salud de las personas en toda o parte de la población, tales como el suministro de agua, luz o gas, entre otros. Se ha entendido que dichos servicios pueden ser prestados por entidades públicas tanto como privadas. [Gamonal, 2002: 460]."
443,Servicio militar,"Carga pública obligatoria de carácter personal, que se extiende a todas las personas naturales masculinas de nacionalidad chilena que tengan cumplidos 18 años de edad y que estén inscritos en el Registro Militar (base de conscripción)."
444,Servicios públicos,"Actividad prestacional de la Administración, sea ejecutada estatalmente, como por la vía de las concesiones a privados, para dar satisfacción en forma regular y continua a cierta categoría de necesidades de interés general, con sujeción a un régimen de Derecho Público."
445,Sesiones parlamentarias,"Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)"
446,Sistema electoral,"El sistema electoral se suele definir como aquel mecanismo o fórmula para transformar votos en escaños parlamentarios o cargos de elección popular. Sin embargo, esta definición deja fuera componentes relevantes en virtud de los cuales se construye un sistema electoral que aspire a definir representación o gobernabilidad en el ejercicio del poder político."
447,Sistema presupuestario,"Conjunto de principios y reglas que rigen la preparación, aprobación, ejecución y control del presupuesto de la Nación."
448,Soborno,"Comportamiento penado por la ley descrito como el “empleado público que solicitare o aceptare recibir mayores derechos de los que le están señalados por razón de su cargo, o un beneficio económico para sí o un tercero para ejecutar o por haber ejecutado un acto propio de su cargo en razón del cual no le están señalados derechos” (art. 248 CP)."
449,Sobreseimiento definitivo,Acto jurídico procesal en virtud del cual se pone término al procedimiento penal con autoridad de cosa juzgada.
450,solicitud de informaciones,"Competencia de las Comisiones permanentes, especiales e investigadoras de la Cámara de Diputados para solicitar los informes y antecedentes específicos que estimen pertinentes o que les sean requeridos a los organismos de la Administración del Estado, de acuerdo a lo preceptuado en el art. 9° LOC CN. Se efectúa a través de la Oficina de Informaciones y la Secretaría de la Cámara (véase “Comisión parlamentaria”, “Cámara de Diputados”)."
451,Solidaridad regional,"Directriz constitucional que responde al desequilibrio y diferencias de desarrollo económico y social entre las diferentes regiones del país, y que establece un deber estatal de disminuir o, al menos, no agravar tales distinciones mandatando, a través de políticas públicas, la redistribución de recursos, reconociendo las prioridades y particularidades de cada región."
452,Subrogancia,"Es la institución jurídica que opera por el solo ministerio de la ley cuando, por cualquier causa, la autoridad titular o suplente no desempeñe efectivamente el cargo, siendo asumido el mismo por el funcionario de la unidad o repartición que le siga en el orden jerárquico."
453,Subsecretarios,"Colaboradores inmediatos de los Ministros y funcionarios de confianza exclusiva del Presidente de la República, quienes, actuando como jefes superiores de la respectiva subsecretaría del Ministerio que corresponda, les coompete “coordinar la acción de los órganos y servicios públicos del sector, actuar como ministros de fe, ejercer la administración interna del Ministerio y cumplir las demás funciones que les señale la ley” (art. 24 LOC BGAE)."
454,"Superintendecia directiva, correccional y económica de la corte suprema","Suprema y general administración de los servicios prestados por los órganos del Poder Judicial, ejercida por la Corte Suprema –dentro de los límites de su competencia atribuida legalmente– a través de facultades administrativas, disciplinarias y económicas en miras a la dirección y cuidado del funcionamiento del órgano y correcta administración de Justicia, en atención a las necesidades del servicio. Exceptúese al TC, TRICEL y Tribunales Electorales Regionales (art. 82 inc. 1°). Constituye la regla fundamental del gobierno judicial."
455,Suplencia,"“Son suplentes aquellos funcionarios designados en esa calidad en los cargos que se encuentren vacantes y en aquellos que por cualquier circunstancia no sean desempeñados por el titular, durante un lapso no inferior a quince días” (art. 4 EA)."
